sentence	label_text
As a result of the transaction , Sanoma Budapest has acquired a stake in the online store Egeszsegbolt .	neutral
As reported June 26 , `` both circuits continued to alternately report the track as vacant and then occupied almost constantly from June 17 , when part of the track signaling device was replaced , to the time of the crash , according to the Metro source . ''	neutral
At 10.58 am , Outokumpu declined 2.74 pct to 24.87 eur , while the OMX Helsinki 25 was 0.55 pct higher at 2,825.14 and the OMX Helsinki added 0.64 pct to 9,386.89 .	neutral
At end-August , Sampo was Nordea 's biggest shareholder with a 20.6 % stake , followed by the state with 19.9 % .	neutral
At first , Solteq 's services to companies operating in the St. Petersburg area will include maintenance and material management systems and data collection solutions .	neutral
Autotank Group is part of Aspo 's Systems Division .	neutral
Basware Einvoices Oy will be merged into the parent company during the present fiscal period .	neutral
Because the application can be considered as a hacking application , it is classified by F-Secure as riskware .	neutral
Benefon 's target is to lay off temporarily of permanently up to 20 % of the Salo plant 's staff .	negative
Bids or offers include at least 1,000 shares and the value of the shares must correspond to at least EUR4 ,000 .	neutral
CapMan made its initial investment in OneMed in June 2006 .	neutral
CapMan said the deal 's effect on its cash flow for 2009 totals EUR3 .4 m , but the transaction would not affect its financial results for 2009 as it was executed at fair value .	neutral
Catalysts segment includes refinery catalysts and polyolefin catalysts product categories .	neutral
Comptel Corporation Sami Ervio President and CEO , Distribution : NASDAQ OMX Helsinki Major media Comptel Dynamic OSS solutions enable telecom service providers to deliver services flexibly and charge them effectively .	neutral
Consisting of seven interconnected units , Mega Image 's logistics center will be 347 metres in length and 12 metres in height .	neutral
COPYRIGHT AFX News and AFX Financial News Logo are registered trademarks of AFX News Limited	neutral
Currency conversions are based on exchange rates at the time of the deal .	neutral
Digia will also set up two subsidiaries , Digia Norway AS and Digia USA Inc. .	neutral
Each share is entitled to one vote .	neutral
Each year the dividend is deducted from the subscription price .	neutral
Earnings per share EPS amounted to EUR0 .01 .	neutral
Earnings per share were EUR -0.04 -0.06 .	neutral
Elcoteq SE is listed on the Nasdaq OMX Helsinki Ltd. .	neutral
Empresa de Desarrollo Urbano de Quito , INNOVAR-UIO , Ecuador has commissioned Poyry to prepare a feasibility study for a new urban rapid mass transit system .	neutral
Ethanol would be made from barley , and production could start in 2008 .	neutral
EXEL COMPOSITES IN BRIEF Exel Composites is a technology company which designs , manufactures and markets composite profiles and tubes for industrial applications .	neutral
Exel is headquartered in Mantyharju in Finland .	neutral
facades in Riga 8 March 2010 - Finnish construction company YIT Oyj HEL : YTY1V said today that it will build the frame and the facades in a tower construction project in Riga .	neutral
Fancy Dans on the move FAB Glasgow gift and interiors store Fancy Dans is moving !	neutral
Financial Statements include the consolidated financial statements of the Group , the Board of Directors ' Report , the Auditors ' Report and the Corporate Governance Statement .	neutral
Finnair expands : Finnair plans to add more flights on routes to Hong Kong , India and Russia .	positive
Finnish metal components supplier Componenta on December 26 , 2006 applied for approval with the Turkish Capital Markets Board to launch a mandatory offer for the remaining shares in iron and aluminium castings producer Doktas Dokumculuk .	neutral
Finnlines will announce in week 17 of 2006 what measures it will take to tackle the situation .	neutral
firm 28 October 2009 - Finnish lifting equipment maker Konecranes Oyj HEL : KCR1V said today it acquired US Machine Tool Solutions Unlimited in Cincinnati , Ohio , for an undisclosed sum .	positive
Following the issue , the new shares will constitute 10 percent of the firm 's capital .	neutral
Founded in 1923 , Finnair is one of the world 's oldest airlines and flies to 60 destinations with a fleet of 63 aircraft , employing 9,500 people .	neutral
GeoSentric is acquiring extra financing by issuing a maximum of 220,000 new shares and a convertible bond with subscription rights for 880,000 shares , which have been fully subscribed .	neutral
Glaston 's share GLA1V is listed on the NASDAQ OMX Helsinki , Mid Cap List .	neutral
Grounds for the notification : Tiimari Plc 12/30/2010 issued Capital Convertible Loan allocation decision by the Board on 01/31/2011 .	neutral
Growth is expected to continue in 2008 .	positive
GyPSii service supports ten different languages including Korean and Russian .	neutral
He confirmed his view on July 6 .	neutral
He is a member of the Board of numerous com-panies and a shareholder of the Boardman Ltd board specialist net-work .	neutral
HELSINKI AFX - Cargotec said it has bought a 95 pct stake in Indital Construction Machinery Ltd , a Bangalore-based company that makes fork lift trucks and mobile cranes , for an undisclosed sum .	neutral
Helsinki-based Componenta bought Turkish listed company Doktas in October 2006 for 89 million euros , making it the largest Finnish investment in Turkey to date .	neutral
HUHTAMAKI OYJ STOCK EXCHANGE RELEASE , 16.9.2008 AT 13.32 Huhtamaki 's Capital Markets Day for institutional investors and analysts is held in Espoo , September 16 , 2008 starting at 13.30 pm Finnish time .	neutral
In addition , nine fixed-term employment contracts will not be extended and two people will leave the company under pension arrangements .	neutral
In addition , the existing service counter area in the reception hall will be rebuilt and access provided to local rail connections .	neutral
In addition a reduction of nine persons will be made through pension or other arrangements , the company added .	neutral
In addition to the Tulikivi Corporation , he is also currently a member of the Board of the following companies : Altia Corporation , J+��rvi-Suomen Portti Osuuskunta , Osuuskunta KPY , Profile Vehicles Oy and Voimatel Oy .	neutral
In future , the plant will focus on the production of flange profiles for wind farm towers .	neutral
In return the New York-based private equity firm will receive a 51 % stake in the Latvian IT and telecom group .	neutral
Incap Corporation Stock Exchange Announcement 29 April 2010 at 1 p.m. INVITATION TO A NEWS CONFERENCE ON INCAP 'S INTERIM REPORT Q1-2010 Incap will publish its interim report for January-March 2010 on Wednesday , 5 May 2010 .	neutral
India is high on our priority since business links between our two countries is also expanding , '' Tornstrom said .	neutral
Iso Omena is based in the Matinkyla district of the southern part of the city of Espoo , southern Finland .	neutral
It moved into the No. 2 spot in 2000 when it merged steel operations with Avesta Sheffield to form AvestaPolarit .	neutral
ITG 's share in the deal is estimated at some 500,000 euro $ 627,000 .	neutral
Its customers include local companies Slo Oy , Kiilto Oy , Toptronics Oy , Normark Suomi Oy , Pellonpaja Oy and Mansner Oy .	neutral
Ixonos estimates that it will hire 20 specialists in mechanical engineering , electronics design , and R&D for its new unit in Jyvaeskylae by the end of 2009 .	positive
Jensen , Njastein and Mike Critch , the head of Dovre North America business unit , will report to Toivola .	neutral
Jukka Hienonen , the current Finnair CEO , will step down at the end of January 2010 .	neutral
Kemira , headquartered in Helsinki , Finland , is an international chemicals group comprising the business areas Kemira Pulp & Paper , Kemira Water , Kemira Specialty and Kemira Coatings .	neutral
Kemira 's partner in the project is St. Petersburg Water Works .	neutral
Kershaw takes up the position with immediate effect from her previous role as marketing manager of Sankey Home & Garden Products .	neutral
KONE is listed on the Nordic Exchange in Helsinki .	neutral
L&T is operative in Finland , Sweden , Latvia , Russia and Norway .	neutral
LEED is an internationally recognized green building certification system , developed by the U.S. Green Building Council .	neutral
LONDON AFX - Fortum said it has agreed to sell its industrial maintenance service operations to funds managed by CapMan for an undisclosed sum .	neutral
China Unicom , NYSE : CHU , HKSE : 0762 , and SHSE : 600050 , the second largest mobile carrier in the country .	neutral
mr Bakman sees also expansion options on the Tallinn-Helisnki link , claiming however , that operating the link with only a single ship is not enough .	neutral
M-real Corporation Press release on 3 November at 10:35 am M-real Corporation was the second best company in the materials sector including e.g. forest industry companies in the Carbon Disclosure Leadership Index CDLI , Nordic Report 2009 .	positive
M-Real said there are ` no grounds ' for the rumors , which ` have been circulating in the market for some months . '	neutral
Nastola , axe 14 jobs 16 February 2010 - Finnish wood products technology firm Raute Oyj HEL : RUTAV said today that it will transfer to Nastola , southern Finland , the production of its Jyvaskyla plant , which will affect 14 people .	neutral
Net investment income	neutral
no compensation for its news , opinions or distributions .	neutral
No financial details were available .	neutral
No financial details were reported .	neutral
No more waste-burning facilities should be built .	neutral
Nokia said it still expects to sell 150 more million Symbian devices in years to come , giving an indication of how it expects the Phone 7 handoff to work .	neutral
Nordea Bank Estonia is part of the largest financial group in the Nordic countries .	neutral
On Dec. 1 , Grimaldi acquired 1.5 million shares and a 50.1-percent stake in Finnlines .	neutral
Operating cash flow after investments totalled EUR 61.3 mn compared to EUR 75.3 mn in the corresponding period in 2007 .	negative
Oriola-KD expects its invoicing in 2008 to be higher than the comparable invoicing of 2007 .	positive
Our customers come from the following countries : UK , USA , Spain , France , Italy , Germany , China , Sweden , Norway , Netherlands , Austria , Belgium , Switzerland , Czech Republic , Serbia , Finland , Canada , Russia , Ukraine , Portugal , Denmark , Ireland , South Korea , Estonia and Liechtenstein .	neutral
Particular attention is being paid to energy efficiency in the construction of the building , as it is designed to meet the requirements of energy class B , and LEED certification will be applied for .	neutral
Paychex has more than 100 offices serving approximately 554,000 payroll clients nationwide as of May 31 , 2009 .	neutral
Payment of shares shall be effected on subscription .	neutral
PCS Digital Guatemala has been using Tecnomen 's prepaid system in Telgua fixed networks as well as code division multiple access , or CDMA , and global system for mobile communication , or GSM , since 2003 .	neutral
Poyry is a global consulting and engineering firm focusing on the energy , forest industry and infrastructure & environment sectors .	neutral
POYRY PLC Additional information by : Heikki Malinen , President and CEO , Poyry PLC tel. +358 10 33 21307 Poyry is a global expert in consulting and engineering .	neutral
Price talk is in the Euribor plus 2 bps area and the sole lead is Citigroup .	neutral
Protalix has $ 42 million in cash and no sales .	neutral
Raute is listed on the Nordic exchange in Helsinki .	neutral
Registration is required .	neutral
Related links : Flexiblebaseloadoperation TheWartsila32generating set Gasconversions This is the shorter of two versions of this press release .	neutral
rosendal at outotec.com Eila Paatela , Vice President - Corporate Communications tel. +358 20 529 2004 , +358 400 817198 e-mail eila .	neutral
Runway Visual Range is a calculated assessment of the distance that a pilot can see down a runway .	neutral
Saunalahti is a part of the Elisa group .	neutral
says Brian Burton , Head of IT Security , Vodafone UK .	neutral
Solteq Plc ANNOUNCEMENT 16.12.2010 SHARE REPURCHASE 16.12.2010 In the Helsinki Stock Exchange Solteq Plc now holds a total of 486.969 shares including the shares repurchased on 16.12.2010 .	neutral
Sponda Plc 's Annual General Meeting decided on 23 March 2005 to establish a Shareholders ' Nomination Committee to prepare proposals for the Annual General Meeting in 2006 on the composition of the Board of Directors and their remuneration .	neutral
SSH Communications Security Corporation is headquartered in Helsinki , Finland .	neutral
SSH Communications Security Corporation is headquartered in Helsinki , Finland .	neutral
SSH Establishes New Global Sales and Marketing Group to be led by George Adams ; Adams Establishes Global Sales and Marketing Group to Drive Worldwide Programs Supporting SSH Tectia Enterprise Security Solutions	neutral
STUK today is a full service house expert in radiation and nuclear safety issues .	neutral
Sullivan said some of the boards `` really involve a lot of work , and people should get paid for their time . ''	neutral
Suomen Paikallissanomat Oy is part of Alma Media Group and it currently publishes 15 local newspapers across Finland .	neutral
Talvivaara is listed on the London Stock Exchange Main Market and NASDAQ OMX Helsinki and is included in the FTSE 250 Index .	neutral
Teleste was set up in 1954 and is divided into Broadband Cable Networks and Video Networks business areas .	neutral
The acquisition price was not disclosed .	neutral
The aforementioned shareholders have informed that they will propose to the Annual General Meeting that the number of members of the Board of Directors shall be five and that besides the present members of the Board of Directors also Mr Lassi Noponen shall be elected to the Board of Directors .	neutral
The Board of Directors was authorized to decide on other terms of the share issue .	neutral
The bridge will be 1.2 km long and is located between Anasmotet by the road E20 and the new traffic junction in Marieholm by the road E45 .	neutral
The buyer is real estate owner Propertos Oy , but the companies have agreed not to disclose financial details of the deal .	neutral
The capital structure of Solidium may be complemented by other financial instruments in the future .	neutral
The company offers payroll services , including payroll processing , payroll tax administration , and employee pay services , including direct deposit , check signing , and Readychex .	neutral
The company operates its business through two reportable segments , including Banking and Investment Services , and Non-Life Insurance .	neutral
The company 's board of directors will propose a dividend of EUR 0.14 for 2008 at the annual general meeting .	neutral
The company 's plant in Russia will continue to make tyres for its near markets , while the plant in Nokia in Finland will manufacture tyres for other markets .	neutral
The company 's share is listed in the Mid Cap segment of the NASDAQ OMX Helsinki .	neutral
The company 's share is quoted on NASDAQ OMX Helsinki Rautaruukki Oyj : RTRKS .	neutral
The company 's US subsidiary Vaisala Inc. acquires Aviation Systems Maintenance , Inc ASMI , a Kansas , U.S. based airport service company with over 2.6 million USD net sales in 2008 .	neutral
The Company turnover amounted to MEUR 27.9 in 2007 .	neutral
The company will publish its financial statement for 2008 on February 25 , 2009 .	neutral
The company will release its 2010 results on 11 February 2011 .	neutral
The company will use the money for product development and research activities through 2013 in its key markets Finland , Germany , Italy and France .	neutral
The continued operations mean the structure after the restructuring of the Aspocomp group including Aspocomp Oulu and the headquarter operations .	neutral
The contract involves refurbishing the bathrooms of 189 units as well as re-plumbing their water and sewer pipes .	neutral
The contracts comprise turnkey orders for RoRo systems for two RoRo-cruise vessels under construction for Viking Line and Tallink .	neutral
The cost of the deal could range from 70 million to 90 million euros depending on the financial results of the two companies in 2008 , the statement says .	neutral
The deal is subject to approval by the Norwegian competition authorities .	neutral
The e-commerce site and flagship will be managed by Marimekko North America Retail LLC , a subsidiary established in the U.S. last year .	neutral
The final price will be specified by 14 May 2010 , the acquiring company said .	neutral
The Finland-based company says it will move into an existing 260,000-square-foot facility in September .	neutral
The Finnish company is building a 800,000 mt-year biodiesel plant in Singapore .	neutral
The fish content of the nuggets is 85 % , and the fish comes from Canada and Finland .	neutral
The implementation of the deal is subject to the approval by the Finnish Competition Authority .	neutral
The inaugural speech will be given by Hannu Kyrolainen , Finland 's Ambassador to the Czech Republic .	neutral
The Internal Revenue Service sees about 20 percent of all taxpayers wait until the last two weeks to file , with about 40 million returns filed in April .	neutral
The latest date for registration is on 4 April , 2006 .	neutral
The lay-offs will affect 240 people out of the total 320 Okmetic employees in Finland .	negative
The maximum number of new shares to be offered is 22 million .	neutral
The measures taken will cause one-time costs during the final part of 2006 .	neutral
The money will be spread mainly over 2011 and 2012 , the company said .	neutral
The natural source of isoprene is the tree species Hevea brasiliensis , also known as the rubber tree .	neutral
The new activity will incur an investment of about 5 MEUR .	neutral
The new company will likely hold an IPO on the NYSE or another international stock exchange , according to Altimo which manages the Alfa Group 's telecommunications assets and TeliaSonera 's agreement , which has been published on the website of the U.S. Securities and Exchange Commission .	neutral
The new majority owners of Aspocomp Thailand Co. , Ltd are certain private persons belonging to immediate circle of Aspocomp 's present Joint Venture partner , Saha Pathana Inter-Holding Plc. .	neutral
The new SEPA cads will replace Finnish bank cards .	neutral
The order comprises all production lines for a plywood mill , company said in a statement received by Lesprom Network .	neutral
The order comprises four ball mills , which will be organized in two different streams for treating ore in the Pilanesberg platinum mine .	neutral
The payment date is March 25 , 2010 .	neutral
The platform is based built on Intel s second-generation MID platform , called Moorestown .	neutral
The purchase sum is about EUR 10mn US$ 12.97 mn .	neutral
The recruitment is related to the relocation of Stora Enso 's research operations to Karlstad , central Sweden .	neutral
The Remote Radio head module will be available at 4W power for 2.5 GHz and 3.5 GHz TDD frequency bands .	neutral
The restructuring measures will not affect the production of packaging printing material .	neutral
The sale , comprising the margarine business in Finland and Poland , follows the approval of the Polish competition authorities earlier in October .	neutral
The sale of Savcor FACE to Cencorp will result in a profit or loss which can not yet be determined , owing to factors including the valuation of the consideration shares to be received and prevailing exchange rates .	neutral
The sale will be finalized in September or October , the company said .	neutral
The share capital of Alma Media Corporation business ID 1944757-4 is EUR 44,767,513.80 and it is divided into 74,612,523 shares .	neutral
The shares subscribed for under the stock options were registered in the Trade Register on 20 January 2011 , as of which date the new shares will establish shareholder rights .	neutral
The ship unloader is totally enclosed along the entire conveying line to the storage facilities .	neutral
The site will cover over six hectares .	neutral
The study was not designed to enable formal statistical evaluation of therapeutic activity , the company said .	neutral
The transaction will take place without payment of merger consideration .	neutral
Their offering also covers localisation services related to production transfer to the Finnish company 's customers that already have production in Asian market or have made the decision to transfer production there .	neutral
They both will report to Oriola-KD 's chief executive officer Eero Hautaniemi .	neutral
This is the company 's first contract abroad .	neutral
This solution is an extension to the existing online mediation solution delivered earlier by Comptel and IBM .	neutral
Through its partnership with Finnish Paulig 's Danish subsidiary Oscar , Puljonki acquired a sales organization in the European market .	neutral
Together with Latvia , Cramo will operate 54 rental outlets in the Baltic States .	neutral
Under a preliminary estimation , the technology park will measure about 50,000 square meters .	neutral
Under the changes envisaged , HK Ruokatalo would reduce its number of industrial places of business in Finland from eight to six .	neutral
Valga Lihatoostus markets its products under the Maks & Moorits trademark .	neutral
We know that it exists , '' Artemyev said .	neutral
When dialing in , the participants should quote 877417 as conference ID .	neutral
Work on the assignment has already started and is due for completion in spring 2011 .	neutral
Yesterday , Legrand issued its E300 million fixed rate deal maturing 2017 .	neutral
ZAO YIT Moskovia builds housing in Moscow and its surrounding cities .	neutral
` Nordic infrastructure construction is one of our strategic growth areas .	neutral
` Pulp and paper industries are growing in countries like China and Russia .	neutral
` Sanoma is a buyer not a target , ' he said .	neutral
`` If you need malware removal tools , type the URL of your vendor of choice directly into the browser bar and use links on their website , '' wrote Trend Micro 's Rik Ferguson on Monday .	neutral
`` It wo n't happen overnight .	neutral
`` Printed fabrics and related design expertise have always been the core of Marimekko 's business and brand .	neutral
`` Serving customers locally is one of the cornerstones of customer focus for us .	neutral
`` We have become convinced that we can do that very quickly , '' he told Finnish business reporters .	neutral
`` We know there are some of our own people out there . ''	neutral
+��lemiste City is the environment for a knowledge-based economy providing work for 3,300 people with the total turnover of its companies amounting to EEK 5.4 bn , '' said +��lo P+��rnits , chairman of the supervisory board of +��lemiste City and Mainor .	neutral
26 January 2011 - Finnish software solutions provider Basware ( HEL : BAS1V ) said yesterday it adjusted its strategy and goals for the next four years with focus on international growth mainly via acquisitions .	neutral
55 workers in +��m+��l will be affected by the close-down .	negative
A coker crane will be supplied to Tesoro Corporation 's Golden Eagle Refinery in Martinez , California , while a similar crane will be delivered to BP 's Castell refinery in Spain .	neutral
A huge issue for us is the button placement .	neutral
A paper mill in the central Maine town of Madison soon will have a new owner .	neutral
A total of 38,244 new Citycon shares with a nominal value of EUR 1.35 per share were subscribed on 19 April exercising the A-B-C options based on the company 's stock option plan 1999 .	neutral
ABN Amro Capital has agreed to sell its Helsinki-based designer homeware producer , Iittala Oyj , to crosstown consumer products group Fiskars Corp. , for EUR230 million to EUR235 million ( $ 310 million to $ 316 million ) .	neutral
According to preliminary information by the Finnish Forest Industries Federation , imports of roundwood to Finland increased to about 20 million m3 in 2005 , representing an increase of 15 % from 2004 .	neutral
Finland-based Stockmann Group has closed seven franchising sports stores Nike in Russia .	negative
Finnish AC drives manufacturer Vacon is acquiring the AC drives business of TB Wood 's , part of the US group Altra Holdings .	neutral
Finnish Rautaruukki 's engineering division Ruukki Engineering will re-organise its operations in the Mo i Rana plant in Norway .	neutral
Finnish W+��rtsil+�� that provides power solutions for the marine and energy markets has opened a Service Centre in Murmansk , in Russia .	neutral
Local government commissioner of +��m+��l , Kurt Svensson , says he will contact the management of Finnish company Componenta to find out if there are any alternatives to the company 's decision to close down its plant in +��m+��l .	neutral
Scanfil , a systems supplier and contract manufacturer to the communications sector , will give notice to 20 productional employees , and temporarily lay off 15 employees at the company 's plant in Sievi , in Finland .	negative
Swedish engineering consultant firm Etteplan is to establish a unit in town Borl+��nge , by the turn of the month March-April 2008 .	neutral
The Finnish investment company Sponda is conducting negotiations to acquire the business center Dukat Palace-2 located in the center of Moscow , from London & Regional Properties .	neutral
According to Heikkil+�� , more than just `` refreshment and energy '' will soon be found in soft drinks also in Finland .	neutral
According to L+��nnen Tehtaat 's CEO Matti Karppinen , the company aims to deliver fish products to its customers a day earlier than it currently does .	neutral
According to Saarioinen 's Managing Director Ilkka M+��kel+�� , the food industry sector has a significant excess of production machinery .	neutral
Additionally , the company will terminate a maximum nine salaried and senior salaried employees ' employment contracts .	negative
Affecto has participated in the program for the development of the Norwegian pension system since 2007 .	neutral
Affecto will provide a new EFI Data Warehouse and reporting solution , behavioural scoring system supporting operational decision processes and Data Migration from old legacy systems to the new EFI system .	neutral
AffectoGenimap builds highly customised IT solutions for its customers in Finland and the Baltic countries .	neutral
After buying Eukor Car Carriers 50 percent stake , Grimaldi Group is now the sole owner of the Swedish roll-on , roll-off port of Wallhamn .	neutral
After completion of the acquisition , Poyry 's oil and gas expertise will cover multi-discipline engineering and consulting services across the complete oil and gas asset lifecycle , including deepwater engineering services .	neutral
After the restructuring , UPM 's average paper machine capacity in Europe will be 320,000 tons ( 350,000 short tons ) in coated magazine paper and 420,000 tons ( 460,000 short tons ) in coated fine paper .	neutral
AHMS will also offer Hotel and Hotel Project Consultancy , Management Services , Brand Franchise , Training and Sales and Marketing services on a pan-India basis .	neutral
Aktia forecasts Finland 's inflation at 1.1 % in 2010 .	neutral
Aldata noted that its Voice Supply Chain Technology approach enables VDW to integrate with warehouse management systems .	neutral
Aldata Solution Oyj Stock Exchange Release 11 August 2006 , at 11.00 am ALDATA SHARES SUBSCRIBED FOR WITH 2003 STOCK OPTIONS A total of 95,000 new shares of Aldata Solution Oyj have been subscribed for with the company 's 2003A stock options .	neutral
ALEXANDRIA , Va. , Dec. 17 -- Reijo Salovaara , Nastola , Finland , has developed a veneer cutter .	neutral
ALEXANDRIA , Va. , Dec. 22 -- United States Patent no. 7,854,608 , issued on Dec. 21 , was assigned to Outotec Oyj ( Espoo , Finland ) .	neutral
Alma Media Corporation Press Release 15 March 2010 TYRVAAN SANOMAT AND PAIKALLISSANOMAT BEING BOUGHT BY SUOMEN PAIKALLISSANOMAT Two local papers , Tyrvaan Sanomat and Paikallissanomat , appearing in Sastamala and its neighbouring municipalities , are to be bought by Suomen Paikallissanomat Oy .	neutral
Alma Media Corporation PRESS RELEASE March 25 , 2010 TYRV+��+��N SANOMAT PURCHASE CONFIRMED The business operations of Tyrv+��+��n Sanomat Oy will be transferred to Suomen Paikallissanomat Oy .	neutral
Also Finnish Industry Investment , a government-owned investment company , will participate in the project .	neutral
An earn-out payment of up to 4.0 mln euro ( $ 5.3 mln ) can also be paid depending on Intellibis financial performance in 2007 .	neutral
Another firm Air Liquide was exempted because it left the market in 1998 .	neutral
Approximately SEK 166 million in repayments has been demanded for overcharging in the Stockholm area , with the remaining SEK 87 million taken from the Western coast , the inspectorate said .	neutral
Arena Partners Oy is a development company for electronic business .	neutral
As a condition to the deal , Savcor Alfa has to have bought Photonium and Akseli Lahtinen Inc. 's business operations prior to the deal .	neutral
As a result of the negotiations , the amount of employment contracts to be terminated is 13 .	negative
As of July 2 , 2007 , the market cap segments will be updated according to the average price in May 2007 .	neutral
As part of the agreement , Aspocomp will also give Meadville a 10 pct slice of a subsidiary operating in Oulu , Finland .	neutral
As part of the reorganisation , Pohjola Insurance 's 250 field staff for private customers will join the payroll of local cooperative banks from the beginning of October 2008 .	neutral
Aspo 's Group structure and business operations are continually developed without any predefined schedules .	neutral
Aspo serves demanding business-to-business customers .	neutral
At some point , it will spread also to Iran and Iraq .	neutral
At the end of last week , Protalix BioTherapeutics Inc ( AMEX : PLX ) published a prospectus for a first offering on AMEX of about 5 % of its share capital .	neutral
Automation makes it possible to conduct several tests simultaneously .	neutral
Based on the design of previous handsets , the Nokia E72 and Nokia E63 this Symbian-based model is promised to offer direct access to over 90 per cent of the world s corporate email through Mail for Exchange and IBM Lotus Notes Traveler .	neutral
Basware finances the acquisition with a bank loan .	neutral
BasWare Invoice Processing , BasWare Contract Matching , BasWare Order Matching and BasWare KPI Reporting Tool are part of the BasWare 's Enterprise Purchase to Pay product suite .	neutral
Benefon will turn the Salo unit into a B2B business unit and establish a B2C business unit in the UK .	neutral
Bluewin Security is available as a monthly subscription .	neutral
Blyk is launching first in the UK market in mid-2007 , with other markets to follow .	neutral
Byline : Tim Moran Cellular phone giant Nokia Corp. is offering $ 8.1 billion for digital map supplier NAVTEQ Corp. , of Chicago .	neutral
CapMan 's first real estate fund , which had a total investment capacity of ( EURO ) 500 million and closed in June 2005 , invested in commercial properties in the Helsinki metropolitan area .	neutral
Cardona slowed her vehicle , turned around and returned to the intersection , where she called 911 .	neutral
Cargotec 's brands , Hiab , Kalmar and MacGREGOR , are global market leaders in their fields and their solutions are used on land and at sea - wherever cargo is on the move .	neutral
Cencorp would focus on the development , manufacture and marketing of standard products for production automation .	neutral
Choose from a Giant Countdown with red head or rainbow trout -- or the Giant Shad Rap in perch color .	neutral
Closing of such transaction took place today .	neutral
Cohen & Steers , Inc. : 5 534 530 shares representing 4.985 % of the share capital and voting rights .	neutral
Cohen & Steers , Inc. : 5 534 626 shares representing 4.985 % of the share capital and voting rights .	neutral
Companies evaluated in the report include Aladdin , CA , F-Secure , Kaspersky , Marshal , McAfee , Microsoft , Panda , Proofpoint , Sophos , Symantec , Trend Micro , Tumbleweed , and Websense .	neutral
Connectivity Services include outsourced Scan and Capture which transfers paper invoices into electronic format and Basware Business Transactions Service enables the customer to receive and send invoices in an electronic format .	neutral
Cramo is a service company specialising in construction machinery and equipment rental and rental-related services , as well as the rental and sale of modular space .	neutral
Cramo Plc is a service company specialising in construction machinery and equipment rental and rental-related services , as well as rental and sale of modular space .	neutral
CS Cabot exports 55 % of its production mainly to Goodyear , Bridgestone and Michelin plants in Poland , as well as to Germany 's Michelin or Italy 's Pirelli through the company 's logistics center in Paris , Stefan said .	neutral
Currently , the plant operates on full capacity .	neutral
Deliveries by Outotec will take place over 30 months .	neutral
Den Bosch-based TomTom is Europe 's largest maker of automotive navigation devices , while Cayman Islands-based Garmin is larger in the U.S. and overall .	neutral
Depending on the market situation , such projects are sold after 1 to 3 years after completion .	neutral
Dubbed Nokia Money Solutions , company officials say the initiative would seek to bridge the gap between the banked and unbanked in developing countries .	positive
Due to market conditions , the company will also temporarily lay off about 3,200 people at different sites .	negative
Due to Pirkka beer , Olvi 's brewery in Iisalmi is moving to 7-day , 24-hour work shifts .	neutral
During the rally , which was authorized by the city administration , a consulate official came out to the workers , spoke to them and took a letter from them .	neutral
Efore has decided to establish a company for eletric vehicle ( EV ) business in China .	neutral
Elcoteq SE Stock Exchange Announcement February 4 , 2009 at 10.00 am ( EET ) Elcoteq will publish its financial statements bulletin 2008 on Wednesday , February 11 , at 9.00 am ( EET ) .	neutral
Elisa has commissioned Finland 's Poyry Telecom Oy to conduct a study of reception in some of Estonia 's largest cities besides Tallinn .	neutral
EUR 220 million of the transaction consideration was paid in the form of four-year interest-bearing vendor notes .	neutral
Featuring the S60 user interface , this 135-gram model also comes with a 2.4-inch quarter VGA display and 100 megabytes of internal memory , expandable through the Micro Secure Digital slot .	neutral
Feed companies Suomen Rehu and Raisio do no import GMO feed .	neutral
Financial details were n't disclosed .	neutral
Finland-based companies , L+��nnen Tehtaat and Raisio , have decided to dissolve the joint venture company ZAO Scandic Feed , which was established to start local animal feed business and feed production in northwest Russia .	neutral
Finnish cargo handling solutions company Cargotec Oyj said on June 17 , 2008 that it will acquire New Zealand tailgates distributor Zepro Tailgate ( 1987 ) Limited for an undisclosed sum .	neutral
Finnish construction machinery and equipment rental group Cramo Oyj said on March 21 , 2007 its Swedish sector subsidiary Cramo AB will sell its Dutch subsidiary Cramo Nederland B.V. ( CNL ) to Dutch rental and scaffolding company Jaston Groep B.V. for an undisclosed sum .	neutral
Finnish drug distributor and wholesaler Oriola-KD Oyj said on October 11 , 2006 it named Anne Kariniemi vice president of its Logistics and Sourcing department as of January 15 , 2007 .	neutral
Finnish fibre-based materials maker Ahlstrom Corp ( HEL : AHL1V ) said today it decided to close down its spunlace composite production line number 23 at Chirnside plant in the UK by the end of March 2011 .	neutral
Finnish plastic pipe maker Uponor is selling its Irish and UK infrastructure businesses to private equity company 3i .	neutral
Finnish publisher Alma Media ( HEL : ALN1V ) said Wednesday it has decided to further extend its EUR1 .85 ( USD2 .75 ) apiece mandatory tender offer for media group Talentum ( HEL : TTM1V ) , which started on 19 August , until 16 November .	neutral
Following the move , Stora Enso holding in NewPage will remain unchanged .	neutral
Following the registration , the share capital of Biotie is EUR 52,556,678.10 .	neutral
For the new shares subscribed with stock options all shareholder rights commence from the date on which they are entered into the Trade Register .	neutral
Fortum holds 90.2 pct of the share capital and 94.4 pct of the voting rights in the company , which it now plans to delist from the Warsaw Stock Exchange .	neutral
Founded in 1985 , Quatrocon 's clientele consists of public sector builders , central trading companies and major construction firms .	neutral
